,reasoning,answer,confidence,question,actual,correct
526,"To determine the number of each dessert each person will get, we need to divide the total number of each dessert by the number of people in Pat's family.",6.0,1.0,"Pat is having a picnic with her family. She has 42 cookies. She also has 63 pieces of candy and 21 brownies. There are 7 people in her family. If each person gets the same number of each dessert, how much will each person get?",18,False
527,"The zoo has to recover 5 animals in total (3 lions and 2 rhinos). If it takes 2 hours to recover each animal, then the total time spent recovering animals is the number of animals times the recovery time per animal.",10.0,1.0,3 lions and 2 rhinos escape from the zoo.  If it takes 2 hours to recover each animal how long did the zoo spend recovering animals?,10,True
528,"To find out the total number of golf balls purchased, we first need to calculate the total number of dozens bought by Dan and Gus, and then convert it into golf balls. Dan buys 5 dozen and Gus buys 2 dozen. Chris buys 48 golf balls. Since 1 dozen is 12 golf balls, we can find the total number of golf balls by adding the number of dozens purchased by Dan and Gus and then converting that into golf balls and adding Chris' golf balls.",120.0,0.99,"The batting cage sells golf balls by the dozen. They charge $30 for 3 dozen. Dan buys 5 dozen, Gus buys 2 dozen, and Chris buys 48 golf balls. How many golf balls do they purchase in total, assuming 12 golf balls are 1 dozen?",132,False
529,"First, we calculate the number of children who drew jelly beans from the bag. 80% of 40 is 0.8 * 40 = 32. Then, we calculate the number of jelly beans taken, which is 2 * 32 = 64. The remaining jelly beans in the bag will be 100 - 64 = 36.",36.0,0.99,"There were 100 jelly beans in a bag to be given away on Halloween. Out of the 40 children taking part in the Halloween celebration, 80% were allowed to draw jelly beans from the bag. Each child drew two jelly beans out of the bag. How many jelly beans remained in the bag after the children took their share?",36,True
530,"Claire will be 20 in 2 years, so Claire is 20 - 2 = 18 years old now. Jessica is 6 years older than Claire, so Jessica is 18 + 6 = 24 years old now.",24.0,1.0,"Jessica is six years older than Claire. In two years, Claire will be 20 years old. How old is Jessica now?",24,True
531,"First, we need to calculate how many eggs are in 3 dozen. Since 1 dozen is equal to 12, 3 dozen is equal to 12 * 3 = 36 eggs. Then we multiply the number of eggs by the price per egg to get the total cost. So, 36 * 0.5 =",18.0,1.0,Tim buys 3 dozen eggs.  Eggs cost $.50 each.  How much did he pay for eggs?,18,True
532,"First, we find the number of votes for the unicorn cake by tripling the votes for the witch cake. Since the witch cake had 7 votes, the unicorn cake had 3 * 7 = 21 votes. Then we find the number of votes for the dragon cake by adding 25 votes to the witch cake. Since the witch cake had 7 votes, the dragon cake had 7 + 25 = 32 votes. Finally, we find the total number of votes by summing the votes for all three cakes: 7 + 21 + 32 = 60.",60.0,1.0,"In the baking contest, three times as many people voted for the unicorn cake compared to the witch cake, and the number of votes for the dragon cake was 25 more than the number of votes for the witch cake. If 7 people voted for the witch cake, how many votes were cast total?",60,True
533,"First, we need to find the number of experienced sailors. experienced_sailors = total_sailors - inexperienced_sailors = 17 - 5 = 12. Next, we calculate the hourly wage of the experienced sailors: hourly_wage_experienced = hourly_wage_inexperienced + (1/5 * hourly_wage_inexperienced) = $10 + (1/5 * $10) = $10 + $2 = $12. Now, we can calculate the weekly earnings of the experienced sailors: weekly_earnings_experienced = hourly_wage_experienced * hours_per_week = $12 * 60 = $720. Finally, we calculate the total combined monthly earnings of the experienced sailors: monthly_earnings_experienced = weekly_earnings_experienced * number_of_experienced_sailors * weeks_per_month = $720 * 12 * 4 = $34560.",34560.0,0.99,"A shipping boat's crew consisted of 17 sailors, with five inexperienced sailors. Each experienced sailor was paid 1/5 times more than the inexperienced sailors. If the inexperienced sailors were paid $10 per hour for a 60-hour workweek, calculate the total combined monthly earnings of the experienced sailors.",34560,True
534,"To find the selling price with a 15% profit, calculate 15% of the cost and add it to the cost. 15% of $3000 is 0.15 * 3000 = $450. So, the selling price is $3000 + $450.",3450.0,1.0,A luxury bag costs $3000. A reseller wants to get a 15% profit. How much should she sell the bag?,3450,True
535,"First, find the total number of trees the company cut down. Add the trees cut down in the first and second half of the year. Then, find out how many trees they need to plant based on the fact that they need to plant 3 for every 1 cut down.",1500.0,1.0,"A paper company decides to operate their business more sustainably. They decide that for every tree they chop down, they want to plant three more. If the company chops down 200 trees in the first half of the year and 300 more trees in the second half of the year, how many more trees does the company need to plant?",1500,True
536,"To calculate the total number of sides, we need to multiply the number of each type of cookie cutter by the number of sides it has and add them together. Triangles have 3 sides, squares have 4 sides, and hexagons have 6 sides.",6.0,0.98,"Emery looks through the drawer where her mom keeps the cookie cutters. There are 6 cookie cutters shaped like triangles, 4 square ones and 2 hexagons. How many sides are there on the cookie cutters in total?",46,False
537,"First, calculate the amount spent on the younger sister. This is 4 dolls at $15 each, or 4 * $15 = $60. Since Tonya wants to spend the same amount on each sister, she will also spend $60 on her older sister. The number of lego sets she buys is $60 / $20 per lego set, or 3 lego sets.",3.0,1.0,Tonya is buying Christmas gifts for her sisters. She has 2 sisters and wants to spend the exact same amount on each. She buys her younger sister 4 dolls that cost $15 each. She plans to buy lego sets for her older sister. They cost $20 each. How many lego sets does she buy?,3,True
538,"Calculate the total cakes Sara baked in 5 days. Sara baked 10 cakes/day for 5 days, so 10 cakes/day * 5 days = 50 cakes. Then, calculate the remaining cakes after Carol eats 12 cakes, so 50 cakes - 12 cakes = 38 cakes. Since it takes 2 cans of frosting to frost a single cake, Bob needs 38 cakes * 2 cans/cake = 76 cans of frosting.",76.0,1.0,"Every day, Sara bakes 10 cakes and puts them in his refrigerator. He does this for 5 days. Carol then comes over and eats 12 of his cakes. If it takes 2 cans of frosting to frost a single cake, how many cans of frosting does Bob need to frost the remaining cakes?",76,True
539,"There are 25 students. 21 students paid the full amount of $50 each. This amounts to 21 * 50 = $1050. 4 students paid half of $50, which is $25 each. This amounts to 4 * 25 = $100. So the class was able to gather $1050 + $100 = $1150.",1150.0,0.99,"In Mary's class, there are 25 students. Their teacher told them they could pay $50 each to finance a big science project that they and their society would benefit greatly from. They all paid the full amount except for 4 students, who paid half. How much was the class able to gather together?",1150,True
540,"To find out how many kilograms of dog food Elise already had, we need to subtract the total weight of the bags she bought from the total weight of dog food she has now.",15.0,1.0,"Elise is buying more dog food. She buys a 15kg bag then another 10kg bag, and she now has 40kg of dog food. How many kilograms of dog food did Elise already have?",15,True
541,"The total number of green leaves is 18 * 3 = 54. One-third of the leaves fall off each plant, so one-third of 54 is 18. Subtract the number of fallen leaves from the total number of leaves to get the number of leaves left.",36.0,1.0,There are 18 green leaves on each of the 3 tea leaf plants. One-third of them turn yellow and fall off on each of the tea leaf plants.  How many green leaves are left on the tea leaf plants?,36,True
542,"First, we calculated the gifts John received on his 12th birthday which is 20. Then we calculated the gifts he received on his 13th birthday which is 20 - 8 = 12. Finally, we added the gifts John received on both birthdays to get the total gifts he received.",32.0,1.0,John received 20 gifts on his 12th birthday.  He received 8 fewer gifts on his 13th birthday.  How many total gifts did he receive between those two birthdays?,32,True
